Rank,Country,Capital,Continent,Year,Population,Area,Growth_rate,GDP
49,Nepal,Kathmandu,Asia,1980,15600442,147181,0.247907075,1945916583
71,Netherlands,Amsterdam,Europe,1980,14130387,41850,0.083810962,1.95152E+11
185,New Caledonia,Nouméa,Oceania,1980,148599,18575,0.338946856,1182463959
123,New Zealand,Wellington,Oceania,1980,3147168,270467,0.114412189,23244547385
106,Nicaragua,Managua,North America,1980,3303309,130373,0.351175388,2189347368
54,Niger,Niamey,Africa,1980,6173177,1267000,0.321962101,2508524186
6,Nigeria,Abuja,Africa,1980,72951439,923768,0.312801965,64201788123
232,Niue,Alofi,Oceania,1980,3637,260,-0.29855352,#N/A
56,North Korea,Pyongyang,Asia,1980,17973650,120538,0.1984927,0
150,North Macedonia,Skopje,Europe,1980,1907023,25713,0.151039696,0
210,Northern Mariana Islands,Saipan,Oceania,1980,17613,464,0.7364685,#N/A
120,Norway,Oslo,Europe,1980,4085776,323802,0.05424526,64439382896
127,Oman,Muscat,Asia,1980,1017462,309500,0.517030892,5981760278
5,Pakistan,Islamabad,Asia,1980,80624057,881912,0.359805553,23654444444
222,Palau,Ngerulmud,Oceania,1980,12252,459,0.077951786,0
122,Palestine,Ramallah,Asia,1980,1453620,6220,0.299916565,0
128,Panama,Panama City,North America,1980,1956987,75417,0.290728458,4614086400
93,Papua New Guinea,Port Moresby,Oceania,1980,3104788,462840,0.247374208,2545983008
109,Paraguay,Asunción,South America,1980,3078912,406752,0.27820019,4448087302
44,Peru,Lima,South America,1980,17492406,1285216,0.289774922,18134029180
13,Philippines,Manila,Asia,1980,48419546,342353,0.293409592,36848242784
37,Poland,Warsaw,Europe,1980,35521429,312679,0.09354097,0
92,Portugal,Lisbon,Europe,1980,9785252,92090,0.126861793,32896519824
136,Puerto Rico,San Juan,North America,1980,3214568,8870,0.174220372,14436100000
143,Qatar,Doha,Asia,1980,277450,11586,1.351131713,7829094613
114,Congo,Brazzaville,Africa,1980,1829256,342000,0.309427633,1705796850
161,Reunion,Saint-Denis,Africa,1980,551674,2511,0.164053384,#N/A
64,Romania,Bucharest,Europe,1980,22125224,238391,0.11055806,0
9,Russia,Moscow,Europe,1980,138257420,17098242,0.062758253,0
76,Rwanda,Kigali,Africa,1980,5247532,26338,0.346775599,1254765350
228,Saint Barthelemy,Gustavia,North America,1980,2983,21,0.234174597,#N/A
211,Saint Kitts and Nevis,Basseterre,North America,1980,43097,261,-0.041607365,68459259.26
190,Saint Lucia,Castries,North America,1980,121633,616,0.179871957,170370370.4
220,Saint Martin,Marigot,North America,1980,7776,53,0.340227508,0
229,Saint Pierre and Miquelon,Saint-Pierre,North America,1980,6106,242,0.102763229,#N/A
199,Saint Vincent and the Grenadines,Kingstown,North America,1980,107480,389,0.091621893,82340339.63
188,Samoa,Apia,Oceania,1980,164905,2842,0.155031484,0
218,San Marino,San Marino,Europe,1980,21346,61,0.174858275,0
187,Sao Tome and Principe,São Tomé,Africa,1980,97210,964,0.252980679,0
41,Saudi Arabia,Riyadh,Asia,1980,10171710,2149690,0.665802789,1.64542E+11
72,Senegal,Dakar,Africa,1980,5703869,196722,0.305907352,4510107330
105,Serbia,Belgrade,Europe,1980,7777010,88361,0.081111326,0
196,Seychelles,Victoria,Africa,1980,65290,452,0.200647309,147357222.8
102,Sierra Leone,Freetown,Africa,1980,3367477,71740,0.211951743,1100685845
113,Singapore,Singapore,Asia,1980,2400729,710,0.164367497,11896256783
214,Sint Maarten,Philipsburg,North America,1980,12243,34,0.955750799,0
116,Slovakia,Bratislava,Europe,1980,4973883,49037,0.09971905,0
148,Slovenia,Ljubljana,Europe,1980,1901570,20273,0.09204921,0
166,Solomon Islands,Honiara,Oceania,1980,233668,28896,0.351987178,183170656.7
70,Somaliland,Mogadishu,Africa,1980,5892224,637657,0.583515297,603592656.8
24,South Africa,Pretoria,Africa,1980,29463549,1221037,0.31720073,82980483388
29,South Korea,Seoul,Asia,1980,38170501,100210,0.170833213,65398646758
86,S. Sudan,Juba,Africa,1980,4192011,619745,0.254188146,0
30,Spain,Madrid,Europe,1980,37491666,505992,0.10946323,2.32767E+11
61,Sri Lanka,Colombo,Asia,1980,14943645,65610,0.206225171,4024621900
32,Sudan,Khartoum,Africa,1980,16673586,1886068,0.474859105,7459833333
170,Suriname,Paramaribo,South America,1980,375112,163820,-0.012650098,795000000
87,Sweden,Stockholm,Europe,1980,8311763,450295,0.035385095,1.42092E+11
101,Switzerland,Bern,Europe,1980,6319113,41284,0.022307222,1.22661E+11
60,Syria,Damascus,Asia,1980,8898954,185180,0.408240823,13062420382
57,Taiwan,Taipei,Asia,1980,18100281,36193,0.210084123,#N/A
95,Tajikistan,Dushanbe,Asia,1980,4045965,143100,0.35180064,0
22,Tanzania,Dodoma,Africa,1980,19297659,945087,0.417050002,0
20,Thailand,Bangkok,Asia,1980,45737753,513120,0.277886136,32353440727
155,Timor-Leste,Dili,Asia,1980,642224,14874,0.159205156,0
100,Togo,Lomé,Africa,1980,2838110,56785,0.291586401,1136408814
233,Tokelau,Nukunonu,Oceania,1980,1647,12,-0.039089848,#N/A
197,Tonga,Nuku‘alofa,Oceania,1980,96708,747,0.118218399,53260077.43
153,Trinidad and Tobago,Port-of-Spain,North America,1980,1127852,5130,0.140523213,6235833333
79,Tunisia,Tunis,Africa,1980,6578156,163610,0.303275109,8744134354
18,Turkey,Ankara,Asia,1980,44089069,783562,0.24051325,68789289566
111,Turkmenistan,Ashgabat,Asia,1980,2862903,488100,0.300473056,0
212,Turks and Caicos Islands,Cockburn Town,North America,1980,7598,948,0.341218005,0
227,Tuvalu,Funafuti,Oceania,1980,7731,26,0.329721362,0
31,Uganda,Kampala,Africa,1980,13284026,241550,0.287559662,1244610000
38,Ukraine,Kiev,Europe,1980,49973920,603500,0.056998437,0
97,United Arab Emirates,Abu Dhabi,Asia,1980,1014048,83600,2.401886716,43598748449
21,United Kingdom,London,Europe,1980,56326328,242900,0.012150224,5.64948E+11
3,United States of America,"Washington, D.C.",North America,1980,223140018,9372610,0.113871447,2.85731E+12
200,United States Virgin Islands,Charlotte Amalie,North America,1980,96640,347,0.523185071,0
133,Uruguay,Montevideo,South America,1980,2953750,181034,0.058591209,10163020116
43,Uzbekistan,Tashkent,Asia,1980,15947129,447400,0.327670445,0
181,Vanuatu,Port-Vila,Oceania,1980,118156,12189,0.357818407,121185497.6
234,Vatican City,Vatican City,Europe,1980,733,1,-0.025265957,#N/A
51,Venezuela,Caracas,South America,1980,15210443,916445,0.339480999,59116511628
16,Vietnam,Hanoi,Asia,1980,52968270,331212,0.263289388,0
226,Wallis and Futuna,Mata-Utu,Oceania,1980,11315,142,0.206675909,#N/A
172,W. Sahara,El Aaiún,Africa,1980,116775,266000,0.529048985,#N/A
46,Yemen,Sanaa,Asia,1980,9204938,527968,0.345041876,0
63,Zambia,Lusaka,Africa,1980,5720438,752612,0.336029321,3829500000
74,Zimbabwe,Harare,Africa,1980,7049926,390757,0.35499464,6678868200
36,Afghanistan,Kabul,Asia,1970,10752971,652230,,1748886596
138,Albania,Tirana,Europe,1970,2324731,28748,,0
34,Algeria,Algiers,Africa,1970,13795915,2381741,,4863487493
213,American Samoa,Pago Pago,Oceania,1970,27075,199,,0
203,Andorra,Andorra la Vella,Europe,1970,19860,468,,78619206.09
42,Angola,Luanda,Africa,1970,6029700,1246700,,0
224,Anguilla,The Valley,North America,1970,6283,91,,0
201,Antigua and Barbuda,Saint John’s,North America,1970,64516,442,,0
33,Argentina,Buenos Aires,South America,1970,23842803,2780400,,31584210366
140,Armenia,Yerevan,Asia,1970,2534377,29743,,0
198,Aruba,Oranjestad,North America,1970,59106,180,,0
55,Australia,Canberra,Oceania,1970,12595034,7692024,,41337215814
99,Austria,Vienna,Europe,1970,7465301,83871,,15373005557
91,Azerbaijan,Baku,Asia,1970,5425317,86600,,0
176,Bahamas,Nassau,North America,1970,179129,13943,,538423153.7
154,Bahrain,Manama,Asia,1970,222555,765,,0
8,Bangladesh,Dhaka,Asia,1970,67541860,147570,,8992721809
186,Barbados,Bridgetown,North America,1970,241397,430,,0
96,Belarus,Minsk,Europe,1970,9170786,207600,,0
81,Belgium,Brussels,Europe,1970,9629376,30528,,26706196047
177,Belize,Belmopan,North America,1970,120905,22966,,53233532.93
77,Benin,Porto-Novo,Africa,1970,3023443,112622,,333627758.2
206,Bermuda,Hamilton,North America,1970,52019,54,,186300000
165,Bhutan,Thimphu,Asia,1970,298894,38394,,0
80,Bolivia,Sucre,South America,1970,4585693,1098581,,1017003367
137,Bosnia and Herzegovina,Sarajevo,Europe,1970,3815561,51209,,0
144,Botswana,Gaborone,Africa,1970,592244,582000,,96245114.46
7,Brazil,Brasilia,South America,1970,96369875,8515767,,42327664794
221,British Virgin Islands,Road Town,North America,1970,9581,151,,0
175,Brunei,Bandar Seri Begawan,Asia,1970,133343,5765,,179080099.3
108,Bulgaria,Sofia,Europe,1970,8582950,110879,,0
58,Burkina Faso,Ouagadougou,Africa,1970,5611666,272967,,458404330.1
78,Burundi,Bujumbura,Africa,1970,3497834,27834,,242732571.4
73,Cambodia,Phnom Penh,Asia,1970,6708525,181035,,718401157.7
53,Cameroon,Yaounde,Africa,1970,6452787,475442,,1151217147
39,Canada,Ottawa,North America,1970,21434577,9984670,,87896095320
171,Cape Verde,Praia,Africa,1970,287262,4033,,0
205,Cayman Islands,George Town,North America,1970,10533,264,,0
117,Central African Rep.,Bangui,Africa,1970,2067356,622984,,189106554.5
69,Chad,N'Djamena,Africa,1970,3667394,1284000,,469266736.6
65,Chile,Santiago,South America,1970,9820481,756102,,9126309735
1,China,Beijing,Asia,1970,822534450,9706961,,92602973434
28,Colombia,Bogota,South America,1970,20905254,1141748,,7198360460
163,Comoros,Moroni,Africa,1970,242351,1862,,0
223,Cook Islands,Avarua,Oceania,1970,20470,236,,0
124,Costa Rica,San José,North America,1970,1855697,51100,,984830158.5
130,Croatia,Zagreb,Europe,1970,4492638,56594,,0
85,Cuba,Havana,North America,1970,8869636,109884,,5693005200
189,Curacao,Willemstad,North America,1970,150385,444,,0
158,Cyprus,Nicosia,Europe,1970,640804,9251,,0
88,Czechia,Prague,Europe,1970,9795744,78865,,0
115,Denmark,Copenhagen,Europe,1970,4922963,43094,,17075457600
160,Djibouti,Djibouti,Africa,1970,144379,23200,,0
204,Dominica,Roseau,North America,1970,68895,751,,0
84,Dominican Republic,Santo Domingo,North America,1970,4475871,48671,,1485500000
15,Dem. Rep. Congo,Kinshasa,Africa,1970,20151733,2344858,,4877684910
67,Ecuador,Quito,South America,1970,6172215,276841,,2862504170
14,Egypt,Cairo,Africa,1970,34781986,1002450,,8042200452
112,El Salvador,San Salvador,North America,1970,3619090,21041,,1132920000
152,Eq. Guinea,Malabo,Africa,1970,316955,28051,,66331428.57
132,Eritrea,Asmara,Africa,1970,1272748,117600,,0
156,Estonia,Tallinn,Europe,1970,1361999,45227,,0
159,eSwatini,Mbabane,Africa,1970,442865,17364,,112137757.2
12,Ethiopia,Addis Ababa,Africa,1970,28308246,1104300,,0
231,Falkland Islands,Stanley,South America,1970,2274,12173,,#N/A
209,Faroe Islands,Tórshavn,Europe,1970,38416,1393,,0
162,Fiji,Suva,Oceania,1970,527634,18272,,219878482.2
118,Finland,Helsinki,Europe,1970,4606621,338424,,11357516988
23,France,Paris,Europe,1970,50523586,551695,,1.48456E+11
184,French Guiana,Cayenne,South America,1970,46484,83534,,#N/A
183,French Polynesia,Papeete,Oceania,1970,117891,4167,,254035999.2
146,Gabon,Libreville,Africa,1970,597192,267668,,323802475.5
142,Gambia,Banjul,Africa,1970,528731,10689,,52296836.75
131,Georgia,Tbilisi,Asia,1970,4800426,69700,,0
19,Germany,Berlin,Europe,1970,78294583,357114,,2.15838E+11
47,Ghana,Accra,Africa,1970,8861895,238533,,2215029450
219,Gibraltar,Gibraltar,Europe,1970,26685,6,,0
90,Greece,Athens,Europe,1970,8544873,131990,,13139863636
208,Greenland,Nuuk,North America,1970,45434,2166086,,69520026.67
193,Grenada,Saint George's,North America,1970,98794,344,,0
178,Guadeloupe,Basse-Terre,North America,1970,318310,1628,,#N/A
191,Guam,Hagåtña,Oceania,1970,88300,549,,0
68,Guatemala,Guatemala City,North America,1970,5453208,108889,,1904000000
207,Guernsey,Saint Peter Port,Europe,1970,52656,78,,#N/A
75,Guinea,Conakry,Africa,1970,4222374,245857,,0
149,Guinea-Bissau,Bissau,Africa,1970,591663,36125,,78733594.84
164,Guyana,Georgetown,South America,1970,705261,214969,,267800000
82,Haiti,Port-au-Prince,North America,1970,4680812,27750,,331200000
89,Honduras,Tegucigalpa,North America,1970,2782753,112492,,723000000
104,Hong Kong,Hong Kong,Asia,1970,3955072,1104,,3800766536
94,Hungary,Budapest,Europe,1970,10315366,93028,,0
179,Iceland,Reykjavík,Europe,1970,204468,103000,,526704545.5
2,India,New Delhi,Asia,1970,557501301,3287590,,62422483055
4,Indonesia,Jakarta,Asia,1970,115228394,1904569,,9150684932
17,Iran,Tehran,Asia,1970,28449705,1648195,,10976245154
35,Iraq,Baghdad,Asia,1970,9811347,438317,,3281713806
125,Ireland,Dublin,Europe,1970,2937637,70273,,4395995086
202,Isle of Man,Douglas,Europe,1970,55298,572,,0
98,Israel,Jerusalem,Asia,1970,2907307,20770,,0
25,Italy,Rome,Europe,1970,53324036,301336,,1.13395E+11
52,Côte d'Ivoire,Yamoussoukro,Africa,1970,5477086,322463,,1455482990
139,Jamaica,Kingston,North America,1970,1859091,10991,,1404776071
11,Japan,Tokyo,Asia,1970,105416839,377930,,2.12609E+11
195,Jersey,Saint Helier,Europe,1970,68347,116,,#N/A
83,Jordan,Amman,Asia,1970,1557374,89342,,639596751.6
66,Kazakhstan,Nursultan,Asia,1970,12265305,2724900,,0
27,Kenya,Nairobi,Africa,1970,11473087,580367,,1603447357
192,Kiribati,Tarawa,Oceania,1970,57437,811,,14295279.54
129,Kuwait,Kuwait City,Asia,1970,802786,17818,,2873984878
110,Kyrgyzstan,Bishkek,Asia,1970,3016384,199951,,0
103,Laos,Vientiane,Asia,1970,2675283,236800,,0
151,Latvia,Riga,Europe,1970,2397414,64559,,0
119,Lebanon,Beirut,Asia,1970,2381791,10452,,0
147,Lesotho,Maseru,Africa,1970,1023481,30355,,68738625.23
121,Liberia,Monrovia,Africa,1970,1463563,111369,,0
107,Libya,Tripoli,Africa,1970,1909177,1759540,,0
216,Liechtenstein,Vaduz,Europe,1970,21089,160,,90098330.67
141,Lithuania,Vilnius,Europe,1970,3210147,65300,,0
168,Luxembourg,Luxembourg,Europe,1970,339342,2586,,1457768455
167,Macau,Concelho de Macau,Asia,1970,247284,30,,0
50,Madagascar,Antananarivo,Africa,1970,6639751,587041,,1111859570
62,Malawi,Lilongwe,Africa,1970,4625141,118484,,290531621.3
45,Malaysia,Kuala Lumpur,Asia,1970,10306508,330803,,3864170913
174,Maldives,Malé,Asia,1970,123243,300,,0
59,Mali,Bamako,Africa,1970,6153587,1240192,,359772363.3
173,Malta,Valletta,Europe,1970,315414,316,,250721821.6
215,Marshall Islands,Majuro,Oceania,1970,23969,181,,0
180,Martinique,Fort-de-France,North America,1970,326428,1128,,#N/A
126,Mauritania,Nouakchott,Africa,1970,1122198,1030700,,309405316.1
157,Mauritius,Port Louis,Africa,1970,830115,2040,,0
182,Mayotte,Mamoudzou,Africa,1970,35383,374,,#N/A
10,Mexico,Mexico City,North America,1970,50289306,1964375,,35520000000
194,Micronesia,Palikir,Oceania,1970,58989,702,,0
135,Moldova,Chisinau,Europe,1970,3711140,33846,,0
217,Monaco,Monaco,Europe,1970,24270,2,,293073868
134,Mongolia,Ulaanbaatar,Asia,1970,1293880,1564110,,0
169,Montenegro,Podgorica,Europe,1970,530268,13812,,0
230,Montserrat,Brades,North America,1970,11402,102,,#N/A
40,Morocco,Rabat,Africa,1970,15274351,446550,,3956328426
48,Mozambique,Maputo,Africa,1970,8411676,801590,,0
26,Myanmar,Nay Pyi Taw,Asia,1970,27284112,676578,,578992638.8
145,Namibia,Windhoek,Africa,1970,754467,825615,,0
225,Nauru,Yaren,Oceania,1970,6663,21,,0
49,Nepal,Kathmandu,Asia,1970,12501285,147181,,865975308.6
71,Netherlands,Amsterdam,Europe,1970,13037686,41850,,38164716625
185,New Caledonia,Nouméa,Oceania,1970,110982,18575,,358815683.7
123,New Zealand,Wellington,Oceania,1970,2824061,270467,,0
106,Nicaragua,Managua,North America,1970,2444767,130373,,776585681.1
54,Niger,Niamey,Africa,1970,4669708,1267000,,649916708.2
6,Nigeria,Abuja,Africa,1970,55569264,923768,,12545849083
232,Niue,Alofi,Oceania,1970,5185,260,,#N/A
56,North Korea,Pyongyang,Asia,1970,14996879,120538,,0
150,North Macedonia,Skopje,Europe,1970,1656783,25713,,0
210,Northern Mariana Islands,Saipan,Oceania,1970,10143,464,,#N/A
120,Norway,Oslo,Europe,1970,3875546,323802,,12814123115
127,Oman,Muscat,Asia,1970,670693,309500,,256299496
5,Pakistan,Islamabad,Asia,1970,59290872,881912,,10027509450
222,Palau,Ngerulmud,Oceania,1970,11366,459,,0
122,Palestine,Ramallah,Asia,1970,1118241,6220,,0
128,Panama,Panama City,North America,1970,1516188,75417,,1351006400
93,Papua New Guinea,Port Moresby,Oceania,1970,2489059,462840,,645537126.2
109,Paraguay,Asunción,South America,1970,2408787,406752,,594611111.1
44,Peru,Lima,South America,1970,13562371,1285216,,7432223177
13,Philippines,Manila,Asia,1970,37435586,342353,,7559179530
37,Poland,Warsaw,Europe,1970,32482943,312679,,0
92,Portugal,Lisbon,Europe,1970,8683631,92090,,8108235704
136,Puerto Rico,San Juan,North America,1970,2737619,8870,,5034700000
143,Qatar,Doha,Asia,1970,118007,11586,,301791301.8
114,Congo,Brazzaville,Africa,1970,1396989,342000,,274960699.9
161,Reunion,Saint-Denis,Africa,1970,473925,2511,,#N/A
64,Romania,Bucharest,Europe,1970,19922618,238391,,0
9,Russia,Moscow,Europe,1970,130093010,17098242,,0
76,Rwanda,Kigali,Africa,1970,3896367,26338,,219900006
228,Saint Barthelemy,Gustavia,North America,1970,2417,21,,#N/A
211,Saint Kitts and Nevis,Basseterre,North America,1970,44968,261,,16300000
190,Saint Lucia,Castries,North America,1970,103090,616,,0
220,Saint Martin,Marigot,North America,1970,5802,53,,0
229,Saint Pierre and Miquelon,Saint-Pierre,North America,1970,5537,242,,#N/A
199,Saint Vincent and the Grenadines,Kingstown,North America,1970,98459,389,,18450000
188,Samoa,Apia,Oceania,1970,142771,2842,,0
218,San Marino,San Marino,Europe,1970,18169,61,,0
187,Sao Tome and Principe,São Tomé,Africa,1970,77583,964,,0
41,Saudi Arabia,Riyadh,Asia,1970,6106191,2149690,,5377268849
72,Senegal,Dakar,Africa,1970,4367744,196722,,1297407829
105,Serbia,Belgrade,Europe,1970,7193533,88361,,0
196,Seychelles,Victoria,Africa,1970,54379,452,,18432031.36
102,Sierra Leone,Freetown,Africa,1970,2778557,71740,,434410373.8
113,Singapore,Singapore,Asia,1970,2061831,710,,1920586698
214,Sint Maarten,Philipsburg,North America,1970,6260,34,,0
116,Slovakia,Bratislava,Europe,1970,4522867,49037,,0
148,Slovenia,Ljubljana,Europe,1970,1741286,20273,,0
166,Solomon Islands,Honiara,Oceania,1970,172833,28896,,0
70,Somaliland,Mogadishu,Africa,1970,3720977,637657,,322600009.1
24,South Africa,Pretoria,Africa,1970,22368306,1221037,,18418392640
29,South Korea,Seoul,Asia,1970,32601143,100210,,9005023184
86,S. Sudan,Juba,Africa,1970,3342410,619745,,0
30,Spain,Madrid,Europe,1970,33792617,505992,,40992995008
61,Sri Lanka,Colombo,Asia,1970,12388769,65610,,2296470588
32,Sudan,Khartoum,Africa,1970,11305206,1886068,,2437666667
170,Suriname,Paramaribo,South America,1970,379918,163820,,274900000
87,Sweden,Stockholm,Europe,1970,8027702,450295,,38092452061
101,Switzerland,Bern,Europe,1970,6181227,41284,,0
60,Syria,Damascus,Asia,1970,6319199,185180,,1780104712
57,Taiwan,Taipei,Asia,1970,14957870,36193,,#N/A
95,Tajikistan,Dushanbe,Asia,1970,2993019,143100,,0
22,Tanzania,Dodoma,Africa,1970,13618192,945087,,0
20,Thailand,Bangkok,Asia,1970,35791728,513120,,7086538438
155,Timor-Leste,Dili,Asia,1970,554021,14874,,0
100,Togo,Lomé,Africa,1970,2197383,56785,,253976626.2
233,Tokelau,Nukunonu,Oceania,1970,1714,12,,#N/A
197,Tonga,Nuku‘alofa,Oceania,1970,86484,747,,0
153,Trinidad and Tobago,Port-of-Spain,North America,1970,988890,5130,,821850000
79,Tunisia,Tunis,Africa,1970,5047404,163610,,1439238095
18,Turkey,Ankara,Asia,1970,35540990,783562,,17086956522
111,Turkmenistan,Ashgabat,Asia,1970,2201432,488100,,0
212,Turks and Caicos Islands,Cockburn Town,North America,1970,5665,948,,0
227,Tuvalu,Funafuti,Oceania,1970,5814,26,,0
31,Uganda,Kampala,Africa,1970,10317212,241550,,1260084034
38,Ukraine,Kiev,Europe,1970,47279086,603500,,0
97,United Arab Emirates,Abu Dhabi,Asia,1970,298084,83600,,0
21,United Kingdom,London,Europe,1970,55650166,242900,,1.30672E+11
3,United States of America,"Washington, D.C.",North America,1970,200328340,9372610,,1.0733E+12
200,United States Virgin Islands,Charlotte Amalie,North America,1970,63446,347,,0
133,Uruguay,Montevideo,South America,1970,2790265,181034,,2137096774
43,Uzbekistan,Tashkent,Asia,1970,12011361,447400,,0
181,Vanuatu,Port-Vila,Oceania,1970,87019,12189,,0
234,Vatican City,Vatican City,Europe,1970,752,1,,#N/A
51,Venezuela,Caracas,South America,1970,11355475,916445,,11561111111
16,Vietnam,Hanoi,Asia,1970,41928849,331212,,0
226,Wallis and Futuna,Mata-Utu,Oceania,1970,9377,142,,#N/A
172,W. Sahara,El Aaiún,Africa,1970,76371,266000,,#N/A
46,Yemen,Sanaa,Asia,1970,6843607,527968,,0
63,Zambia,Lusaka,Africa,1970,4281671,752612,,1825285714
74,Zimbabwe,Harare,Africa,1970,5202918,390757,,1884206300
